Date,Country,Population,Confirmed_Cases,New_Cases,Deaths,New_Deaths,Recovered,Active_Cases,Vaccinations,Death_Rate_Percent,Recovery_Rate_Percent
2020-06-22,France,68000000,6752,78,30,1,5829,893,0,0.44,86.33
2020-06-23,France,68000000,6842,90,31,1,5903,908,0,0.45,86.28
2020-06-24,France,68000000,6945,103,32,1,5994,919,0,0.46,86.31
2020-06-25,France,68000000,7038,93,33,1,6074,931,0,0.47,86.3
2020-06-26,France,68000000,7135,97,33,0,6154,948,0,0.46,86.25
2020-06-27,France,68000000,7219,84,34,1,6221,964,0,0.47,86.18
2020-06-28,France,68000000,7335,116,35,1,6324,976,0,0.48,86.22
2020-06-29,France,68000000,7441,106,37,2,6408,996,0,0.5,86.12
2020-06-30,France,68000000,7530,89,37,0,6479,1014,0,0.49,86.04
2020-07-01,France,68000000,7603,73,38,1,6541,1024,0,0.5,86.03
2020-07-02,France,68000000,7719,116,39,1,6647,1033,0,0.51,86.11
2020-07-03,France,68000000,7842,123,39,0,6752,1051,0,0.5,86.1
2020-07-04,France,68000000,7975,133,40,1,6866,1069,0,0.5,86.09
2020-07-05,France,68000000,8057,82,41,1,6935,1081,0,0.51,86.07
2020-07-06,France,68000000,8166,109,42,1,7026,1098,0,0.51,86.04
2020-07-07,France,68000000,8251,85,43,1,7106,1102,0,0.52,86.12
2020-07-08,France,68000000,8331,80,43,0,7181,1107,0,0.52,86.2
2020-07-09,France,68000000,8409,78,44,1,7251,1114,0,0.52,86.23
2020-07-10,France,68000000,8488,79,44,0,7315,1129,0,0.52,86.18
2020-07-11,France,68000000,8549,61,45,1,7368,1136,0,0.53,86.19
2020-07-12,France,68000000,8629,80,45,0,7443,1141,0,0.52,86.26
2020-07-13,France,68000000,8734,105,46,1,7543,1145,0,0.53,86.36
2020-07-14,France,68000000,8808,74,47,1,7608,1153,0,0.53,86.38
2020-07-15,France,68000000,8917,109,48,1,7701,1168,0,0.54,86.36
2020-07-16,France,68000000,8988,71,49,1,7757,1182,0,0.55,86.3
2020-07-17,France,68000000,9036,48,49,0,7803,1184,0,0.54,86.35
2020-07-18,France,68000000,9163,127,49,0,7915,1199,0,0.53,86.38
2020-07-19,France,68000000,9257,94,50,1,7999,1208,0,0.54,86.41
2020-07-20,France,68000000,9346,89,50,0,8074,1222,0,0.53,86.39
2020-07-21,France,68000000,9446,100,51,1,8161,1234,0,0.54,86.4
2020-07-22,France,68000000,9545,99,51,0,8244,1250,0,0.53,86.37
2020-07-23,France,68000000,9637,92,51,0,8327,1259,0,0.53,86.41
2020-07-24,France,68000000,9712,75,52,1,8391,1269,0,0.54,86.4
2020-07-25,France,68000000,9790,78,52,0,8461,1277,0,0.53,86.42
2020-07-26,France,68000000,9863,73,52,0,8528,1283,0,0.53,86.46
2020-07-27,France,68000000,9937,74,53,1,8594,1290,0,0.53,86.48
2020-07-28,France,68000000,10029,92,54,1,8668,1307,0,0.54,86.43
2020-07-29,France,68000000,10105,76,54,0,8738,1313,0,0.53,86.47
2020-07-30,France,68000000,10179,74,55,1,8808,1316,0,0.54,86.53
2020-07-31,France,68000000,10247,68,55,0,8867,1325,0,0.54,86.53
2020-08-01,France,68000000,10344,97,55,0,8953,1336,0,0.53,86.55
2020-08-02,France,68000000,10443,99,56,1,9033,1354,0,0.54,86.5
2020-08-03,France,68000000,10505,62,57,1,9087,1361,0,0.54,86.5
2020-08-04,France,68000000,10566,61,58,1,9141,1367,0,0.55,86.51
2020-08-05,France,68000000,10674,108,59,1,9242,1373,0,0.55,86.58
2020-08-06,France,68000000,10737,63,59,0,9298,1380,0,0.55,86.6
2020-08-07,France,68000000,10808,71,59,0,9359,1390,0,0.55,86.59
2020-08-08,France,68000000,10884,76,60,1,9428,1396,0,0.55,86.62
2020-08-09,France,68000000,10958,74,61,1,9489,1408,0,0.56,86.59
2020-08-10,France,68000000,11049,91,61,0,9569,1419,0,0.55,86.61
2020-08-11,France,68000000,11141,92,62,1,9648,1431,0,0.56,86.6
2020-08-12,France,68000000,11223,82,63,1,9723,1437,0,0.56,86.63
2020-08-13,France,68000000,11304,81,64,1,9791,1449,0,0.57,86.62
2020-08-14,France,68000000,11379,75,64,0,9856,1459,0,0.56,86.62
2020-08-15,France,68000000,11474,95,64,0,9941,1469,0,0.56,86.64
2020-08-16,France,68000000,11534,60,65,1,9996,1473,0,0.56,86.67
2020-08-17,France,68000000,11598,64,66,1,10053,1479,0,0.57,86.68
2020-08-18,France,68000000,11678,80,67,1,10129,1482,0,0.57,86.74
2020-08-19,France,68000000,11760,82,67,0,10206,1487,0,0.57,86.79
2020-08-20,France,68000000,11842,82,67,0,10277,1498,0,0.57,86.78
2020-08-21,France,68000000,11888,46,67,0,10321,1500,0,0.56,86.82
2020-08-22,France,68000000,11976,88,67,0,10397,1512,0,0.56,86.82
2020-08-23,France,68000000,12045,69,68,1,10462,1515,0,0.56,86.86
2020-08-24,France,68000000,12130,85,68,0,10539,1523,0,0.56,86.88
2020-08-25,France,68000000,12208,78,69,1,10601,1538,0,0.57,86.84
2020-08-26,France,68000000,12269,61,69,0,10652,1548,0,0.56,86.82
2020-08-27,France,68000000,12344,75,70,1,10720,1554,0,0.57,86.84
2020-08-28,France,68000000,12415,71,70,0,10780,1565,0,0.56,86.83
2020-08-29,France,68000000,12512,97,71,1,10861,1580,0,0.57,86.8
2020-08-30,France,68000000,12591,79,71,0,10934,1586,0,0.56,86.84
2020-08-31,France,68000000,12648,57,71,0,10985,1592,0,0.56,86.85
2020-09-01,France,68000000,12713,65,71,0,11045,1597,0,0.56,86.88
2020-09-02,France,68000000,12773,60,72,1,11096,1605,0,0.56,86.87
2020-09-03,France,68000000,12845,72,73,1,11162,1610,0,0.57,86.9
2020-09-04,France,68000000,12921,76,73,0,11231,1617,0,0.56,86.92
2020-09-05,France,68000000,12982,61,73,0,11288,1621,0,0.56,86.95
2020-09-06,France,68000000,13046,64,74,1,11347,1625,0,0.57,86.98
2020-09-07,France,68000000,13110,64,75,1,11406,1629,0,0.57,87
2020-09-08,France,68000000,13158,48,75,0,11451,1632,0,0.57,87.03
2020-09-09,France,68000000,13233,75,75,0,11513,1645,0,0.57,87
2020-09-10,France,68000000,13295,62,76,1,11565,1654,0,0.57,86.99
2020-09-11,France,68000000,13338,43,76,0,11606,1656,0,0.57,87.01
2020-09-12,France,68000000,13400,62,76,0,11664,1660,0,0.57,87.04
2020-09-13,France,68000000,13467,67,76,0,11722,1669,0,0.56,87.04
2020-09-14,France,68000000,13521,54,76,0,11765,1680,0,0.56,87.01
2020-09-15,France,68000000,13574,53,76,0,11808,1690,0,0.56,86.99
2020-09-16,France,68000000,13642,68,77,1,11869,1696,0,0.56,87
2020-09-17,France,68000000,13685,43,77,0,11908,1700,0,0.56,87.01
2020-09-18,France,68000000,13737,52,77,0,11951,1709,0,0.56,87
2020-09-19,France,68000000,13805,68,78,1,12013,1714,0,0.57,87.02
2020-09-20,France,68000000,13869,64,79,1,12069,1721,0,0.57,87.02
2020-09-21,France,68000000,13940,71,79,0,12134,1727,0,0.57,87.04
2020-09-22,France,68000000,13990,50,79,0,12180,1731,0,0.56,87.06
2020-09-23,France,68000000,14035,45,79,0,12221,1735,0,0.56,87.08
2020-09-24,France,68000000,14091,56,80,1,12271,1740,0,0.57,87.08
2020-09-25,France,68000000,14148,57,80,0,12323,1745,0,0.57,87.1
2020-09-26,France,68000000,14207,59,81,1,12379,1747,0,0.57,87.13
2020-09-27,France,68000000,14266,59,82,1,12434,1750,0,0.57,87.16
2020-09-28,France,68000000,14313,47,82,0,12478,1753,0,0.57,87.18
2020-09-29,France,68000000,14384,71,82,0,12538,1764,0,0.57,87.17
2020-09-30,France,68000000,14441,57,82,0,12590,1769,0,0.57,87.18
2020-10-01,France,68000000,14502,61,82,0,12638,1782,0,0.57,87.15
2020-10-02,France,68000000,14559,57,82,0,12683,1794,0,0.56,87.11
2020-10-03,France,68000000,14609,50,82,0,12722,1805,0,0.56,87.08
2020-10-04,France,68000000,14661,52,83,1,12765,1813,0,0.57,87.07
2020-10-05,France,68000000,14726,65,84,1,12822,1820,0,0.57,87.07
2020-10-06,France,68000000,14780,54,84,0,12872,1824,0,0.57,87.09
2020-10-07,France,68000000,14839,59,85,1,12923,1831,0,0.57,87.09
2020-10-08,France,68000000,14903,64,85,0,12983,1835,0,0.57,87.12
2020-10-09,France,68000000,14968,65,85,0,13038,1845,0,0.57,87.11
2020-10-10,France,68000000,15024,56,86,1,13084,1854,0,0.57,87.09
2020-10-11,France,68000000,15081,57,86,0,13137,1858,0,0.57,87.11
2020-10-12,France,68000000,15147,66,87,1,13195,1865,0,0.57,87.11
2020-10-13,France,68000000,15201,54,87,0,13244,1870,0,0.57,87.13
2020-10-14,France,68000000,15246,45,87,0,13287,1872,0,0.57,87.15
2020-10-15,France,68000000,15295,49,87,0,13330,1878,0,0.57,87.15
2020-10-16,France,68000000,15335,40,87,0,13362,1886,0,0.57,87.13
2020-10-17,France,68000000,15383,48,87,0,13406,1890,0,0.57,87.15
2020-10-18,France,68000000,15445,62,87,0,13459,1899,0,0.56,87.14
2020-10-19,France,68000000,15495,50,88,1,13506,1901,0,0.57,87.16
2020-10-20,France,68000000,15553,58,88,0,13561,1904,0,0.57,87.19
2020-10-21,France,68000000,15604,51,88,0,13604,1912,0,0.56,87.18
2020-10-22,France,68000000,15657,53,88,0,13648,1921,0,0.56,87.17
2020-10-23,France,68000000,15718,61,88,0,13703,1927,0,0.56,87.18
2020-10-24,France,68000000,15783,65,89,1,13754,1940,0,0.56,87.14
2020-10-25,France,68000000,15836,53,89,0,13800,1947,0,0.56,87.14
2020-10-26,France,68000000,15876,40,89,0,13836,1951,0,0.56,87.15
2020-10-27,France,68000000,15944,68,89,0,13894,1961,0,0.56,87.14
2020-10-28,France,68000000,16024,80,89,0,13963,1972,0,0.56,87.14
2020-10-29,France,68000000,16081,57,89,0,14011,1981,0,0.55,87.13
2020-10-30,France,68000000,16148,67,90,1,14072,1986,0,0.56,87.14
2020-10-31,France,68000000,16191,43,90,0,14109,1992,0,0.56,87.14
2020-11-01,France,68000000,16250,59,91,1,14161,1998,0,0.56,87.14
2020-11-02,France,68000000,16308,58,91,0,14214,2003,0,0.56,87.16
2020-11-03,France,68000000,16392,84,92,1,14294,2006,0,0.56,87.2
2020-11-04,France,68000000,16444,52,92,0,14334,2018,0,0.56,87.17
2020-11-05,France,68000000,16503,59,92,0,14383,2028,0,0.56,87.15
2020-11-06,France,68000000,16563,60,92,0,14436,2035,0,0.56,87.16
2020-11-07,France,68000000,16646,83,93,1,14514,2039,0,0.56,87.19
2020-11-08,France,68000000,16732,86,93,0,14592,2047,0,0.56,87.21
2020-11-09,France,68000000,16793,61,94,1,14649,2050,0,0.56,87.23
2020-11-10,France,68000000,16854,61,95,1,14697,2062,0,0.56,87.2
2020-11-11,France,68000000,16911,57,95,0,14751,2065,0,0.56,87.23
2020-11-12,France,68000000,16977,66,95,0,14811,2071,0,0.56,87.24
2020-11-13,France,68000000,17040,63,95,0,14865,2080,0,0.56,87.24
2020-11-14,France,68000000,17108,68,95,0,14929,2084,0,0.56,87.26
2020-11-15,France,68000000,17180,72,95,0,14995,2090,0,0.55,87.28
2020-11-16,France,68000000,17259,79,96,1,15058,2105,0,0.56,87.25
2020-11-17,France,68000000,17321,62,97,1,15108,2116,0,0.56,87.22
2020-11-18,France,68000000,17374,53,97,0,15151,2126,0,0.56,87.21
2020-11-19,France,68000000,17437,63,97,0,15205,2135,0,0.56,87.2
2020-11-20,France,68000000,17487,50,97,0,15250,2140,0,0.55,87.21
2020-11-21,France,68000000,17555,68,97,0,15313,2145,0,0.55,87.23
2020-11-22,France,68000000,17642,87,97,0,15380,2165,0,0.55,87.18
2020-11-23,France,68000000,17723,81,98,1,15455,2170,0,0.55,87.2
2020-11-24,France,68000000,17789,66,99,1,15514,2176,0,0.56,87.21
2020-11-25,France,68000000,17849,60,100,1,15562,2187,0,0.56,87.19
2020-11-26,France,68000000,17909,60,100,0,15608,2201,0,0.56,87.15
2020-11-27,France,68000000,17979,70,101,1,15669,2209,0,0.56,87.15
2020-11-28,France,68000000,18042,63,101,0,15727,2214,0,0.56,87.17
2020-11-29,France,68000000,18105,63,101,0,15778,2226,0,0.56,87.15
2020-11-30,France,68000000,18174,69,102,1,15840,2232,0,0.56,87.16
2020-12-01,France,68000000,18272,98,102,0,15918,2252,0,0.56,87.12
2020-12-02,France,68000000,18359,87,103,1,15987,2269,0,0.56,87.08
2020-12-03,France,68000000,18449,90,103,0,16061,2285,0,0.56,87.06
2020-12-04,France,68000000,18513,64,103,0,16121,2289,0,0.56,87.08
2020-12-05,France,68000000,18587,74,104,1,16191,2292,0,0.56,87.11
2020-12-06,France,68000000,18686,99,104,0,16279,2303,0,0.56,87.12
2020-12-07,France,68000000,18750,64,104,0,16328,2318,0,0.55,87.08
2020-12-08,France,68000000,18831,81,105,1,16396,2330,0,0.56,87.07
2020-12-09,France,68000000,18923,92,106,1,16474,2343,0,0.56,87.06
2020-12-10,France,68000000,19013,90,107,1,16544,2362,0,0.56,87.01
2020-12-11,France,68000000,19125,112,108,1,16638,2379,0,0.56,87
2020-12-12,France,68000000,19208,83,109,1,16704,2395,0,0.57,86.96
2020-12-13,France,68000000,19273,65,109,0,16759,2405,0,0.57,86.96
2020-12-14,France,68000000,19335,62,109,0,16807,2419,0,0.56,86.93
2020-12-15,France,68000000,19408,73,110,1,16876,2422,0,0.57,86.95
2020-12-16,France,68000000,19497,89,111,1,16946,2440,0,0.57,86.92
2020-12-17,France,68000000,19583,86,111,0,17027,2445,0,0.57,86.95
2020-12-18,France,68000000,19688,105,113,2,17117,2458,0,0.57,86.94
2020-12-19,France,68000000,19783,95,113,0,17194,2476,0,0.57,86.91
2020-12-20,France,68000000,19858,75,113,0,17258,2487,0,0.57,86.91
2020-12-21,France,68000000,19944,86,113,0,17332,2499,0,0.57,86.9
2020-12-22,France,68000000,20072,128,115,2,17434,2523,0,0.57,86.86
2020-12-23,France,68000000,20149,77,115,0,17505,2529,0,0.57,86.88
2020-12-24,France,68000000,20272,123,116,1,17619,2537,0,0.57,86.91
2020-12-25,France,68000000,20365,93,117,1,17702,2546,0,0.57,86.92
2020-12-26,France,68000000,20471,106,117,0,17799,2555,0,0.57,86.95
2020-12-27,France,68000000,20580,109,117,0,17888,2575,0,0.57,86.92
2020-12-28,France,68000000,20651,71,118,1,17951,2582,0,0.57,86.93
2020-12-29,France,68000000,20757,106,118,0,18046,2593,0,0.57,86.94
2020-12-30,France,68000000,20828,71,118,0,18105,2605,0,0.57,86.93
2020-12-31,France,68000000,20946,118,119,1,18197,2630,0,0.57,86.88
2021-01-01,France,68000000,21045,99,120,1,18281,2644,0,0.57,86.87
2021-01-02,France,68000000,21147,102,121,1,18367,2659,89029,0.57,86.85
2021-01-03,France,68000000,21238,91,121,0,18440,2677,178058,0.57,86.83
2021-01-04,France,68000000,21306,68,122,1,18503,2681,267087,0.57,86.84
2021-01-05,France,68000000,21414,108,124,2,18595,2695,356116,0.58,86.84
2021-01-06,France,68000000,21541,127,126,2,18700,2715,445145,0.58,86.81
2021-01-07,France,68000000,21658,117,127,1,18804,2727,534174,0.59,86.82
2021-01-08,France,68000000,21740,82,127,0,18877,2736,623203,0.58,86.83
2021-01-09,France,68000000,21857,117,127,0,18972,2758,712232,0.58,86.8
2021-01-10,France,68000000,22005,148,128,1,19111,2766,801261,0.58,86.85
2021-01-11,France,68000000,22153,148,129,1,19233,2791,890290,0.58,86.82
2021-01-12,France,68000000,22264,111,131,2,19324,2809,979319,0.59,86.79
2021-01-13,France,68000000,22355,91,131,0,19398,2826,1068348,0.59,86.77
2021-01-14,France,68000000,22452,97,132,1,19481,2839,1157377,0.59,86.77
2021-01-15,France,68000000,22543,91,133,1,19564,2846,1246406,0.59,86.79
2021-01-16,France,68000000,22656,113,133,0,19659,2864,1335435,0.59,86.77
2021-01-17,France,68000000,22776,120,134,1,19762,2880,1424464,0.59,86.77
2021-01-18,France,68000000,22893,117,135,1,19861,2897,1513493,0.59,86.76
2021-01-19,France,68000000,22992,99,136,1,19947,2909,1602522,0.59,86.76
2021-01-20,France,68000000,23106,114,138,2,20041,2927,1691552,0.6,86.74
2021-01-21,France,68000000,23226,120,139,1,20149,2938,1780581,0.6,86.75
2021-01-22,France,68000000,23370,144,141,2,20286,2943,1869610,0.6,86.8
2021-01-23,France,68000000,23454,84,142,1,20366,2946,1958639,0.61,86.83
2021-01-24,France,68000000,23576,122,143,1,20468,2965,2047668,0.61,86.82
2021-01-25,France,68000000,23668,92,143,0,20545,2980,2136697,0.6,86.8
2021-01-26,France,68000000,23788,120,145,2,20639,3004,2225726,0.61,86.76
2021-01-27,France,68000000,23942,154,148,3,20786,3008,2314755,0.62,86.82
2021-01-28,France,68000000,24052,110,149,1,20890,3013,2403784,0.62,86.85
2021-01-29,France,68000000,24146,94,150,1,20965,3031,2492813,0.62,86.83
2021-01-30,France,68000000,24282,136,152,2,21079,3051,2581842,0.63,86.81
2021-01-31,France,68000000,24381,99,152,0,21173,3056,2670871,0.62,86.84
2021-02-01,France,68000000,24510,129,154,2,21295,3061,2759900,0.63,86.88
2021-02-02,France,68000000,24614,104,155,1,21385,3074,2848929,0.63,86.88
2021-02-03,France,68000000,24725,111,155,0,21486,3084,2937958,0.63,86.9
2021-02-04,France,68000000,24825,100,156,1,21574,3095,3026987,0.63,86.9
2021-02-05,France,68000000,24937,112,157,1,21671,3109,3116016,0.63,86.9
2021-02-06,France,68000000,25037,100,159,2,21765,3113,3205045,0.64,86.93
2021-02-07,France,68000000,25163,126,161,2,21863,3139,3294074,0.64,86.89
2021-02-08,France,68000000,25348,185,165,4,22040,3143,3383104,0.65,86.95
2021-02-09,France,68000000,25488,140,167,2,22150,3171,3472133,0.66,86.9
2021-02-10,France,68000000,25616,128,169,2,22259,3188,3561162,0.66,86.89
2021-02-11,France,68000000,25754,138,170,1,22378,3206,3650191,0.66,86.89
2021-02-12,France,68000000,25872,118,172,2,22470,3230,3739220,0.66,86.85
2021-02-13,France,68000000,25978,106,172,0,22555,3251,3828249,0.66,86.82
2021-02-14,France,68000000,26099,121,174,2,22668,3257,3917278,0.67,86.85
2021-02-15,France,68000000,26221,122,174,0,22779,3268,4006307,0.66,86.87
2021-02-16,France,68000000,26380,159,176,2,22931,3273,4095336,0.67,86.93
2021-02-17,France,68000000,26525,145,176,0,23050,3299,4184365,0.66,86.9
2021-02-18,France,68000000,26631,106,178,2,23143,3310,4273394,0.67,86.9
2021-02-19,France,68000000,26718,87,178,0,23217,3323,4362423,0.67,86.9
2021-02-20,France,68000000,26858,140,180,2,23342,3336,4451452,0.67,86.91
2021-02-21,France,68000000,26986,128,182,2,23459,3345,4540481,0.67,86.93
2021-02-22,France,68000000,27089,103,184,2,23552,3353,4629510,0.68,86.94
2021-02-23,France,68000000,27236,147,186,2,23693,3357,4718539,0.68,86.99
2021-02-24,France,68000000,27378,142,189,3,23807,3382,4807568,0.69,86.96
2021-02-25,France,68000000,27520,142,190,1,23932,3398,4896597,0.69,86.96
2021-02-26,France,68000000,27675,155,192,2,24073,3410,4985626,0.69,86.98
2021-02-27,France,68000000,27795,120,194,2,24172,3429,5074656,0.7,86.97
2021-02-28,France,68000000,27935,140,195,1,24285,3455,5163685,0.7,86.93
2021-03-01,France,68000000,28113,178,198,3,24442,3473,5252714,0.7,86.94
2021-03-02,France,68000000,28249,136,199,1,24556,3494,5341743,0.7,86.93
2021-03-03,France,68000000,28415,166,201,2,24714,3500,5430772,0.71,86.98
2021-03-04,France,68000000,28560,145,202,1,24827,3531,5519801,0.71,86.93
2021-03-05,France,68000000,28691,131,203,1,24951,3537,5608830,0.71,86.96
2021-03-06,France,68000000,28824,133,203,0,25061,3560,5697859,0.7,86.94
2021-03-07,France,68000000,28949,125,203,0,25177,3569,5786888,0.7,86.97
2021-03-08,France,68000000,29103,154,205,2,25324,3574,5875917,0.7,87.02
2021-03-09,France,68000000,29240,137,206,1,25446,3588,5964946,0.7,87.02
2021-03-10,France,68000000,29360,120,208,2,25553,3599,6053975,0.71,87.03
2021-03-11,France,68000000,29575,215,212,4,25751,3612,6143004,0.72,87.07
2021-03-12,France,68000000,29721,146,213,1,25880,3628,6232033,0.72,87.08
2021-03-13,France,68000000,29830,109,214,1,25984,3632,6321062,0.72,87.11
2021-03-14,France,68000000,29958,128,216,2,26103,3639,6410091,0.72,87.13
2021-03-15,France,68000000,30074,116,218,2,26212,3644,6499120,0.72,87.16
2021-03-16,France,68000000,30193,119,218,0,26323,3652,6588149,0.72,87.18
2021-03-17,France,68000000,30319,126,220,2,26437,3662,6677178,0.73,87.2
2021-03-18,France,68000000,30427,108,222,2,26522,3683,6766208,0.73,87.17
2021-03-19,France,68000000,30527,100,223,1,26605,3699,6855237,0.73,87.15
2021-03-20,France,68000000,30692,165,225,2,26749,3718,6944266,0.73,87.15
2021-03-21,France,68000000,30804,112,227,2,26848,3729,7033295,0.74,87.16
2021-03-22,France,68000000,30962,158,229,2,26971,3762,7122324,0.74,87.11
2021-03-23,France,68000000,31074,112,231,2,27069,3774,7211353,0.74,87.11
2021-03-24,France,68000000,31216,142,232,1,27191,3793,7300382,0.74,87.11
2021-03-25,France,68000000,31293,77,233,1,27261,3799,7389411,0.74,87.12
2021-03-26,France,68000000,31431,138,236,3,27383,3812,7478440,0.75,87.12
2021-03-27,France,68000000,31541,110,238,2,27484,3819,7567469,0.75,87.14
2021-03-28,France,68000000,31645,104,239,1,27574,3832,7656498,0.76,87.14
2021-03-29,France,68000000,31745,100,240,1,27664,3841,7745527,0.76,87.14
2021-03-30,France,68000000,31859,114,240,0,27758,3861,7834556,0.75,87.13
2021-03-31,France,68000000,32012,153,242,2,27886,3884,7923585,0.76,87.11
2021-04-01,France,68000000,32128,116,243,1,27984,3901,8012614,0.76,87.1
2021-04-02,France,68000000,32260,132,244,1,28096,3920,8101643,0.76,87.09
2021-04-03,France,68000000,32402,142,245,1,28224,3933,8190672,0.76,87.11
2021-04-04,France,68000000,32525,123,247,2,28331,3947,8279701,0.76,87.11
2021-04-05,France,68000000,32599,74,247,0,28394,3958,8368730,0.76,87.1
2021-04-06,France,68000000,32717,118,248,1,28500,3969,8457760,0.76,87.11
2021-04-07,France,68000000,32831,114,249,1,28604,3978,8546789,0.76,87.12
2021-04-08,France,68000000,32921,90,250,1,28674,3997,8635818,0.76,87.1
2021-04-09,France,68000000,33064,143,252,2,28800,4012,8724847,0.76,87.1
2021-04-10,France,68000000,33199,135,253,1,28910,4036,8813876,0.76,87.08
2021-04-11,France,68000000,33317,118,255,2,29013,4049,8902905,0.77,87.08
2021-04-12,France,68000000,33413,96,255,0,29092,4066,8991934,0.76,87.07
2021-04-13,France,68000000,33579,166,257,2,29233,4089,9080963,0.77,87.06
2021-04-14,France,68000000,33676,97,258,1,29312,4106,9169992,0.77,87.04
2021-04-15,France,68000000,33793,117,259,1,29419,4115,9259021,0.77,87.06
2021-04-16,France,68000000,33913,120,261,2,29525,4127,9348050,0.77,87.06
2021-04-17,France,68000000,34027,114,263,2,29622,4142,9437079,0.77,87.05
2021-04-18,France,68000000,34168,141,264,1,29742,4162,9526108,0.77,87.05
2021-04-19,France,68000000,34283,115,265,1,29833,4185,9615137,0.77,87.02
2021-04-20,France,68000000,34388,105,265,0,29915,4208,9704166,0.77,86.99
2021-04-21,France,68000000,34528,140,266,1,30027,4235,9793195,0.77,86.96
2021-04-22,France,68000000,34641,113,267,1,30135,4239,9882224,0.77,86.99
2021-04-23,France,68000000,34747,106,269,2,30221,4257,9971253,0.77,86.97
2021-04-24,France,68000000,34849,102,270,1,30304,4275,10060282,0.77,86.96
2021-04-25,France,68000000,34958,109,271,1,30393,4294,10149312,0.78,86.94
2021-04-26,France,68000000,35101,143,273,2,30528,4300,10238341,0.78,86.97
2021-04-27,France,68000000,35267,166,274,1,30670,4323,10327370,0.78,86.97
2021-04-28,France,68000000,35368,101,275,1,30755,4338,10416399,0.78,86.96
2021-04-29,France,68000000,35490,122,277,2,30865,4348,10505428,0.78,86.97
2021-04-30,France,68000000,35611,121,278,1,30965,4368,10594457,0.78,86.95
2021-05-01,France,68000000,35756,145,280,2,31078,4398,10683486,0.78,86.92
2021-05-02,France,68000000,35900,144,281,1,31207,4412,10772515,0.78,86.93
2021-05-03,France,68000000,36023,123,282,1,31310,4431,10861544,0.78,86.92
2021-05-04,France,68000000,36154,131,284,2,31429,4441,10950573,0.79,86.93
2021-05-05,France,68000000,36241,87,285,1,31505,4451,11039602,0.79,86.93
2021-05-06,France,68000000,36374,133,287,2,31613,4474,11128631,0.79,86.91
2021-05-07,France,68000000,36507,133,287,0,31729,4491,11217660,0.79,86.91
2021-05-08,France,68000000,36614,107,288,1,31826,4500,11306689,0.79,86.92
2021-05-09,France,68000000,36710,96,289,1,31910,4511,11395718,0.79,86.92
2021-05-10,France,68000000,36809,99,289,0,31990,4530,11484747,0.79,86.91
2021-05-11,France,68000000,36897,88,290,1,32070,4537,11573776,0.79,86.92
2021-05-12,France,68000000,37053,156,292,2,32191,4570,11662805,0.79,86.88
2021-05-13,France,68000000,37161,108,294,2,32284,4583,11751834,0.79,86.88
2021-05-14,France,68000000,37294,133,296,2,32389,4609,11840864,0.79,86.85
2021-05-15,France,68000000,37389,95,297,1,32465,4627,11929893,0.79,86.83
2021-05-16,France,68000000,37526,137,298,1,32576,4652,12018922,0.79,86.81
2021-05-17,France,68000000,37650,124,299,1,32688,4663,12107951,0.79,86.82
2021-05-18,France,68000000,37753,103,299,0,32779,4675,12196980,0.79,86.82
2021-05-19,France,68000000,37870,117,301,2,32879,4690,12286009,0.79,86.82
2021-05-20,France,68000000,37977,107,302,1,32966,4709,12375038,0.8,86.81
2021-05-21,France,68000000,38070,93,303,1,33042,4725,12464067,0.8,86.79
2021-05-22,France,68000000,38179,109,304,1,33136,4739,12553096,0.8,86.79
2021-05-23,France,68000000,38287,108,304,0,33234,4749,12642125,0.79,86.8
2021-05-24,France,68000000,38429,142,306,2,33367,4756,12731154,0.8,86.83
2021-05-25,France,68000000,38568,139,308,2,33479,4781,12820183,0.8,86.81
2021-05-26,France,68000000,38681,113,308,0,33568,4805,12909212,0.8,86.78
2021-05-27,France,68000000,38780,99,310,2,33652,4818,12998241,0.8,86.78
2021-05-28,France,68000000,38852,72,311,1,33717,4824,13087270,0.8,86.78
2021-05-29,France,68000000,38995,143,314,3,33837,4844,13176299,0.81,86.77
2021-05-30,France,68000000,39106,111,316,2,33931,4859,13265328,0.81,86.77
2021-05-31,France,68000000,39225,119,316,0,34025,4884,13354357,0.81,86.74
2021-06-01,France,68000000,39361,136,316,0,34140,4905,13443386,0.8,86.74
2021-06-02,France,68000000,39450,89,317,1,34214,4919,13532416,0.8,86.73
2021-06-03,France,68000000,39561,111,319,2,34316,4926,13621445,0.81,86.74
2021-06-04,France,68000000,39664,103,320,1,34411,4933,13710474,0.81,86.76
2021-06-05,France,68000000,39795,131,321,1,34520,4954,13799503,0.81,86.74
2021-06-06,France,68000000,39904,109,322,1,34617,4965,13888532,0.81,86.75
2021-06-07,France,68000000,39986,82,323,1,34682,4981,13977561,0.81,86.74
2021-06-08,France,68000000,40084,98,324,1,34768,4992,14066590,0.81,86.74
2021-06-09,France,68000000,40199,115,325,1,34860,5014,14155619,0.81,86.72
2021-06-10,France,68000000,40274,75,325,0,34930,5019,14244648,0.81,86.73
2021-06-11,France,68000000,40363,89,326,1,35007,5030,14333677,0.81,86.73
2021-06-12,France,68000000,40464,101,326,0,35100,5038,14422706,0.81,86.74
2021-06-13,France,68000000,40562,98,327,1,35179,5056,14511735,0.81,86.73
2021-06-14,France,68000000,40655,93,328,1,35255,5072,14600764,0.81,86.72
